"","sample_name","cluster_color","cluster_order","cluster_label","class_color","class_order","class_label","subclass_color","subclass_order","subclass_label","full_genotype_label","donor_sex_label","region_label","cortical_layer_label","cell_type_accession_label","external_donor_name_label"
"F2S4_180917_076_G01","F2S4_180917_076_G01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","A1C","L5","CS1910121107","H200.1030"
"F2S4_180920_048_B01","F2S4_180920_048_B01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","A1C","L4","CS1910121040","H200.1025"
"F2S4_180920_048_E01","F2S4_180920_048_E01","#B65FBF",23,"Inh L2-6 VIP VIP","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","A1C","L4","CS1910121023","H200.1025"
"F2S4_180920_113_F01","F2S4_180920_113_F01","#3195D7",93,"Exc L5-6 FEZF2 ANKRD20A1","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"M","A1C","L6b","CS1910121093","H200.1025"
"F2S4_180920_113_G01","F2S4_180920_113_G01","#936052",6,"Inh L5-6 LAMP5 SFTA3","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","A1C","L6b","CS1910121006","H200.1025"
"F2S4_180920_114_H01","F2S4_180920_114_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","WM","CS1910121116","H200.1025"
"F2S4_180917_009_B01","F2S4_180917_009_B01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121009","H200.1030"
"F2S4_180829_014_C01","F2S4_180829_014_C01","#D62866",53,"Inh L1-6 PVALB SCUBE3","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","S1ul","L2","CS1910121053","H200.1025"
"F2S4_180829_015_H01","F2S4_180829_015_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","S1ul","L2","CS1910121111","H200.1025"
"F2S4_180926_001_C01","F2S4_180926_001_C01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121009","H200.1030"
"F2S4_180829_119_E01","F2S4_180829_119_E01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","S1ul","L6a","CS1910121041","H200.1025"
"F2S4_180829_119_H01","F2S4_180829_119_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","S1ul","L6a","CS1910121111","H200.1025"
"F2S4_180924_096_E01","F2S4_180924_096_E01","#5504EC",88,"Exc L5-6 THEMIS IL7R","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","A1C","L6a","CS1910121088","H200.1023"
"F2S4_180926_061_E01","F2S4_180926_061_E01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","A1C","L4","CS1910121040","H200.1030"
"F2S4_180924_114_G01","F2S4_180924_114_G01","#7D45B8",101,"Exc L6 FEZF2 TBCC","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","WM","CS1910121101","H200.1023"
"F2S4_180926_018_H01","F2S4_180926_018_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","A1C","L2","CS1910121117","H200.1030"
"F2S4_180926_086_H01","F2S4_180926_086_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L5","CS1910121116","H200.1030"
"F2S4_180926_117_A01","F2S4_180926_117_A01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","WM","CS1910121120","H200.1030"
"F2S4_180926_117_H01","F2S4_180926_117_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","WM","CS1910121116","H200.1030"
"F2S4_180928_009_C01","F2S4_180928_009_C01","#8B5862",1,"Inh L1 LAMP5 NDNF","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","A1C","L1","CS1910121001","H200.1025"
"F2S4_180928_009_D01","F2S4_180928_009_D01","#F1869C",10,"Inh L1 PAX6 GRIP2","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121010","H200.1025"
"F2S4_180928_092_G01","F2S4_180928_092_G01","#7C3B2B",45,"Inh L5-6 PVALB FAM150B","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","A1C","L6a","CS1910121045","H200.1025"
"F2S4_180928_072_H01","F2S4_180928_072_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L5","CS1910121116","H200.1025"
"F2S4_180928_099_H01","F2S4_180928_099_H01","#73B29E",115,"Oligo L4-6 MOBP COL18A1","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L6a","CS1910121115","H200.1025"
"F2S4_180911_021_F01","F2S4_180911_021_F01","#0A75B1",104,"Exc L5 FEZF2 SCN7A","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","S1ul","L5","CS1910121104","H200.1023"
"F2S4_180829_048_H01","F2S4_180829_048_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","S1ul","L3","CS1910121114","H200.1025"
"F2S4_180911_003_G01","F2S4_180911_003_G01","#ED2C47",51,"Inh L1-3 PVALB WFDC2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","S1ul","L2","CS1910121051","H200.1023"
"F2S4_180829_097_D01","F2S4_180829_097_D01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","S1ul","L4","CS1910121040","H200.1025"
"F2S4_180829_098_H01","F2S4_180829_098_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","S1ul","L4","CS1910121114","H200.1025"
"F2S4_180829_099_H01","F2S4_180829_099_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","S1ul","L4","CS1910121114","H200.1025"
"F2S4_180911_054_H01","F2S4_180911_054_H01","#A77B6E",119,"Peri L1-6 MUSTN1","#17994B",3,"Non-neuronal","#992E8E",18,"Pericyte",NA,"F","S1ul","L6b","CS1910121119","H200.1023"
"F2S4_180829_070_A01","F2S4_180829_070_A01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","S1ul","L3","CS1910121055","H200.1025"
"F2S4_180911_005_B01","F2S4_180911_005_B01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","S1ul","L2","CS1910121003","H200.1023"
"F2S4_180829_078_H01","F2S4_180829_078_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","S1ul","L4","CS1910121120","H200.1025"
"F2S4_180829_080_G01","F2S4_180829_080_G01","#23D286",58,"Exc L4 RORB CCDC168","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","S1ul","L4","CS1910121058","H200.1025"
"F2S4_180829_080_H01","F2S4_180829_080_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","S1ul","L4","CS1910121116","H200.1025"
"F2S4_180911_008_H01","F2S4_180911_008_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","S1ul","L2","CS1910121120","H200.1023"
"F2S4_180911_013_H01","F2S4_180911_013_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","S1ul","L2","CS1910121114","H200.1023"
"F2S4_181002_010_C01","F2S4_181002_010_C01","#8B5862",1,"Inh L1 LAMP5 NDNF","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","A1C","L2","CS1910121001","H200.1023"
"F2S4_181002_080_B01","F2S4_181002_080_B01","#23D286",58,"Exc L4 RORB CCDC168","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","A1C","L5","CS1910121058","H200.1023"
"F2S4_181002_123_A01","F2S4_181002_123_A01","#520AB8",91,"Exc L5-6 THEMIS THTPA","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","A1C","WM","CS1910121091","H200.1023"
"F2S4_180913_004_E01","F2S4_180913_004_E01","#A67C72",118,"VLMC L1-3 CYP1B1","#17994B",3,"Non-neuronal","#B65CCC",17,"VLMC",NA,"M","M1lm","L3","CS1910121118","H200.1025"
"F2S4_180911_043_F01","F2S4_180911_043_F01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","S1ul","L6a","CS1910121090","H200.1023"
"F2S4_180913_007_C01","F2S4_180913_007_C01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","M1lm","L3","CS1910121040","H200.1025"
"F2S4_180913_010_B01","F2S4_180913_010_B01","#D26ECA",24,"Inh L3-6 VIP KCTD13","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","M1lm","L3","CS1910121024","H200.1025"
"F2S4_180913_039_H01","F2S4_180913_039_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","S1lm","L4","CS1910121114","H200.1025"
"F2S4_180917_013_H01","F2S4_180917_013_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","A1C","L2","CS1910121114","H200.1030"
"F2S4_180917_014_B01","F2S4_180917_014_B01","#B9814D",7,"Inh L1-2 PAX6 SCGN","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L2","CS1910121007","H200.1030"
"F2S4_180913_012_B01","F2S4_180913_012_B01","#0D5A8B",103,"Exc L3-5 FEZF2 DCN","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","M1lm","L3","CS1910121103","H200.1025"
"F2S4_180913_012_F01","F2S4_180913_012_F01","#945E51",5,"Inh L1-6 LAMP5 CA13","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","M1lm","L3","CS1910121005","H200.1025"
"F2S4_180917_005_D01","F2S4_180917_005_D01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121009","H200.1030"
"F2S4_180917_016_E01","F2S4_180917_016_E01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","A1C","L2","CS1910121003","H200.1030"
"F2S4_180917_016_F01","F2S4_180917_016_F01","#9C28CC",11,"Inh L1-3 PAX6 NABP1","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L2","CS1910121011","H200.1030"
"F2S4_180917_016_H01","F2S4_180917_016_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L2","CS1910121120","H200.1030"
"F2S4_180917_018_H01","F2S4_180917_018_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","A1C","L2","CS1910121117","H200.1030"
"F2S4_180917_039_E01","F2S4_180917_039_E01","#D26ECA",24,"Inh L3-6 VIP KCTD13","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","A1C","L3","CS1910121024","H200.1030"
"F2S4_180917_035_C01","F2S4_180917_035_C01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","A1C","L3","CS1910121049","H200.1030"
"F2S4_180917_100_D01","F2S4_180917_100_D01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","A1C","L6a","CS1910121111","H200.1030"
"F2S4_180917_050_C01","F2S4_180917_050_C01","#23D385",79,"Exc L4-5 RORB LINC01474","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","A1C","L4","CS1910121079","H200.1030"
"F2S4_180920_111_A01","F2S4_180920_111_A01","#D62866",53,"Inh L1-6 PVALB SCUBE3","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","A1C","L6b","CS1910121053","H200.1025"
"F2S4_180920_111_C01","F2S4_180920_111_C01","#D72963",54,"Inh L3-6 PVALB MFI2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","A1C","L6b","CS1910121054","H200.1025"
"F2S4_180920_112_G01","F2S4_180920_112_G01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"M","A1C","L6b","CS1910121090","H200.1025"
"F2S4_180917_045_H01","F2S4_180917_045_H01","#A67C72",118,"VLMC L1-3 CYP1B1","#17994B",3,"Non-neuronal","#B65CCC",17,"VLMC",NA,"M","A1C","L3","CS1910121118","H200.1030"
"F2S4_180917_063_E01","F2S4_180917_063_E01","#CD6FF3",19,"Inh L1-6 VIP PENK","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","A1C","L4","CS1910121019","H200.1030"
"F2S4_180917_109_C01","F2S4_180917_109_C01","#5494B3",94,"Exc L6 FEZF2 FAM95C","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"M","A1C","L6b","CS1910121094","H200.1030"
"F2S4_180917_109_D01","F2S4_180917_109_D01","#A63827",47,"Inh L5-6 PVALB STON2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","A1C","L6b","CS1910121047","H200.1030"
"F2S4_180928_059_G01","F2S4_180928_059_G01","#689E7C",87,"Exc L4-5 RORB LCN15","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","A1C","L4","CS1910121087","H200.1025"
"F2S4_180928_059_H01","F2S4_180928_059_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L4","CS1910121116","H200.1025"
"F2S4_180928_003_C01","F2S4_180928_003_C01","#F1869C",10,"Inh L1 PAX6 GRIP2","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121010","H200.1025"
"F2S4_180928_061_G01","F2S4_180928_061_G01","#0A4657",102,"Exc L3-5 FEZF2 ONECUT1","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","A1C","L4","CS1910121102","H200.1025"
"F2S4_180928_061_H01","F2S4_180928_061_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","A1C","L4","CS1910121111","H200.1025"
"F2S4_180917_057_G01","F2S4_180917_057_G01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","A1C","L4","CS1910121107","H200.1030"
"F2S4_180928_006_A01","F2S4_180928_006_A01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","A1C","L1","CS1910121111","H200.1025"
"F2S4_180928_062_G01","F2S4_180928_062_G01","#0A75B1",104,"Exc L5 FEZF2 SCN7A","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","A1C","L4","CS1910121104","H200.1025"
"F2S4_180928_062_H01","F2S4_180928_062_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","A1C","L4","CS1910121114","H200.1025"
"F2S4_180917_059_H01","F2S4_180917_059_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","A1C","L4","CS1910121114","H200.1030"
"F2S4_180917_086_D01","F2S4_180917_086_D01","#945E51",5,"Inh L1-6 LAMP5 CA13","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","A1C","L5","CS1910121005","H200.1030"
"F2S4_180928_056_H01","F2S4_180928_056_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","A1C","L4","CS1910121114","H200.1025"
"F2S4_180928_066_H01","F2S4_180928_066_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L4","CS1910121120","H200.1025"
"F2S4_180913_022_B01","F2S4_180913_022_B01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","S1lm","L4","CS1910121040","H200.1025"
"F2S4_180913_024_F01","F2S4_180913_024_F01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","S1lm","L4","CS1910121041","H200.1025"
"F2S4_180913_024_H01","F2S4_180913_024_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","S1lm","L4","CS1910121116","H200.1025"
"F2S4_180913_028_C01","F2S4_180913_028_C01","#945E51",5,"Inh L1-6 LAMP5 CA13","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","S1lm","L4","CS1910121005","H200.1025"
"F2S4_180913_028_E01","F2S4_180913_028_E01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","S1lm","L4","CS1910121041","H200.1025"
"F2S4_181002_120_B01","F2S4_181002_120_B01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","WM","CS1910121098","H200.1023"
"F2S4_181002_120_C01","F2S4_181002_120_C01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","A1C","WM","CS1910121098","H200.1023"
"F2S4_180913_025_D01","F2S4_180913_025_D01","#5504EC",88,"Exc L5-6 THEMIS IL7R","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"M","S1lm","L4","CS1910121088","H200.1025"
"F2S4_180913_032_H01","F2S4_180913_032_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","S1lm","L4","CS1910121111","H200.1025"
"F2S4_180913_036_A01","F2S4_180913_036_A01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","S1lm","L4","CS1910121041","H200.1025"
"F2S4_180913_036_G01","F2S4_180913_036_G01","#0A75B1",104,"Exc L5 FEZF2 SCN7A","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","S1lm","L4","CS1910121104","H200.1025"
"F2S4_181002_115_A01","F2S4_181002_115_A01","#5494B3",94,"Exc L6 FEZF2 FAM95C","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"F","A1C","L6b","CS1910121094","H200.1023"
"F2S4_180920_036_F01","F2S4_180920_036_F01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","A1C","L3","CS1910121049","H200.1025"
"F2S4_180920_036_G01","F2S4_180920_036_G01","#BF670B",46,"Inh L2-4 SST AHR","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","A1C","L3","CS1910121046","H200.1025"
"F2S4_180920_099_E01","F2S4_180920_099_E01","#A33527",48,"Inh L5 PVALB CNTNAP3P2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","A1C","L6a","CS1910121048","H200.1025"
"F2S4_180920_116_E01","F2S4_180920_116_E01","#7F48B8",100,"Exc L6 FEZF2 SLITRK6","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","A1C","WM","CS1910121100","H200.1025"
"F2S4_180928_011_H01","F2S4_180928_011_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L2","CS1910121120","H200.1025"
"F2S4_180928_013_A01","F2S4_180928_013_A01","#C667D9",28,"Inh L1-3 VIP ACHE","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","A1C","L2","CS1910121028","H200.1025"
"F2S4_180928_014_H01","F2S4_180928_014_H01","#352D27",112,"Astro L1 FGFR3 MT1G","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","A1C","L2","CS1910121112","H200.1025"
"F2S4_180928_033_H01","F2S4_180928_033_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L3","CS1910121120","H200.1025"
"F2S4_180928_070_H01","F2S4_180928_070_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L4","CS1910121120","H200.1025"
"F2S4_180920_107_H01","F2S4_180920_107_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","A1C","L6b","CS1910121116","H200.1025"
"F2S4_180920_108_C01","F2S4_180920_108_C01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","A1C","L6b","CS1910121098","H200.1025"
"F2S4_180928_016_H01","F2S4_180928_016_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","A1C","L2","CS1910121111","H200.1025"
"F2S4_180928_037_G01","F2S4_180928_037_G01","#D26ECA",24,"Inh L3-6 VIP KCTD13","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","A1C","L3","CS1910121024","H200.1025"
"F2S4_180920_001_G01","F2S4_180920_001_G01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121009","H200.1025"
"F2S4_180920_002_H01","F2S4_180920_002_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L1","CS1910121120","H200.1025"
"F2S4_180920_042_C01","F2S4_180920_042_C01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","A1C","L3","CS1910121055","H200.1025"
"F2S4_180928_023_A01","F2S4_180928_023_A01","#22D0B8",68,"Exc L3-4 RORB PRSS12","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","A1C","L3","CS1910121068","H200.1025"
"F2S4_180928_023_G01","F2S4_180928_023_G01","#9C28CC",11,"Inh L1-3 PAX6 NABP1","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L3","CS1910121011","H200.1025"
"F2S4_180928_038_H01","F2S4_180928_038_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L3","CS1910121120","H200.1025"
"F2S4_180920_004_A01","F2S4_180920_004_A01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121009","H200.1025"
"F2S4_180920_005_B01","F2S4_180920_005_B01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121009","H200.1025"
"F2S4_180920_006_C01","F2S4_180920_006_C01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121009","H200.1025"
"F2S4_180920_045_A01","F2S4_180920_045_A01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","A1C","L3","CS1910121055","H200.1025"
"F2S4_180920_077_B01","F2S4_180920_077_B01","#0A4657",102,"Exc L3-5 FEZF2 ONECUT1","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","A1C","L5","CS1910121102","H200.1025"
"F2S4_180920_079_C01","F2S4_180920_079_C01","#689E7C",87,"Exc L4-5 RORB LCN15","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","A1C","L5","CS1910121087","H200.1025"
"F2S4_180920_007_A01","F2S4_180920_007_A01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","A1C","L1","CS1910121009","H200.1025"
"F2S4_180920_064_E01","F2S4_180920_064_E01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","A1C","L4","CS1910121055","H200.1025"
"F2S4_180928_028_H01","F2S4_180928_028_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","A1C","L3","CS1910121120","H200.1025"
"F2S4_180928_040_A01","F2S4_180928_040_A01","#AB6DC7",29,"Inh L2-4 VIP LGI2","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","A1C","L3","CS1910121029","H200.1025"
"F2S4_180920_013_C01","F2S4_180920_013_C01","#8B5862",1,"Inh L1 LAMP5 NDNF","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","A1C","L2","CS1910121001","H200.1025"
"F2S4_180920_070_C01","F2S4_180920_070_C01","#D92D43",52,"Inh L3-4 PVALB HOMER3","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","A1C","L4","CS1910121052","H200.1025"
"F2S4_180928_089_D01","F2S4_180928_089_D01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"M","A1C","L5","CS1910121090","H200.1025"
"F2S4_180928_052_F01","F2S4_180928_052_F01","#A63827",47,"Inh L5-6 PVALB STON2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","A1C","L4","CS1910121047","H200.1025"
